symbol,Scientific Name,Common Name,Duration,Growth_Habit
ALAC4,Allium acuminatum,tapertip onion,Perennial,Forb/herb
ALBR,Allium brandegeei,Brandegee's onion,Perennial,Forb/herb
ALBR2,Allium brevistylum,shortstyle onion,Perennial,Forb/herb
ALCE2,Allium cernuum,nodding onion,Perennial,Forb/herb
ALCEC2,Allium cernuum var. cernuum,nodding onion,Perennial,Forb/herb
ALCEO,Allium cernuum var. obtusum,nodding onion,Perennial,Forb/herb
ALGE,Allium geyeri,Geyer's onion,Perennial,Forb/herb
ALGEG,Allium geyeri var. geyeri,Geyer's onion,Perennial,Forb/herb
ALGET,Allium geyeri var. tenerum,bulbil onion,Perennial,Forb/herb
ALMA4,Allium macropetalum,largeflower onion,Perennial,Forb/herb
ALNE,Allium nevadense,Nevada onion,Perennial,Forb/herb
ALSA2,Allium sativum,cultivated garlic,Perennial,Forb/herb
ALSC,Allium schoenoprasum,wild chives,Perennial,Forb/herb
ALSCS,Allium schoenoprasum var. sibiricum,wild chives,Perennial,Forb/herb
ALTE,Allium textile,textile onion,Perennial,Forb/herb
ALPA14,Almutaster pauciflorus,alkali marsh aster,Perennial,Forb/herb
ALIN2,Alnus incana,gray alder,Perennial,"Tree, Shrub"
ALINT,Alnus incana ssp. tenuifolia,thinleaf alder,Perennial,"Tree, Shrub"
ALAE,Alopecurus aequalis,shortawn foxtail,Perennial,Graminoid
ALAEA,Alopecurus aequalis var. aequalis,shortawn foxtail,Perennial,Graminoid
ALAR,Alopecurus arundinaceus,creeping meadow foxtail,Perennial,Graminoid
ALGE2,Alopecurus geniculatus,water foxtail,Perennial,Graminoid
ALGEG4,Alopecurus geniculatus var. geniculatus,water foxtail,Perennial,Graminoid
ALMA8,Alopecurus magellanicus,Alpine Meadow-Foxtail,Perennial,Graminoid
ALPR3,Alopecurus pratensis,meadow foxtail,Perennial,Graminoid
AMCO3,Ambrosia confertiflora,weakleaf bur ragweed,Perennial,Forb/herb
AMGR5,Ambrosia grayi,woollyleaf bur ragweed,Perennial,Forb/herb
AMTO3,Ambrosia tomentosa,skeletonleaf bur ragweed,Perennial,Forb/herb
AMAL2,Amelanchier alnifolia,Saskatoon serviceberry,Perennial,"Tree, Shrub"
AMALA,Amelanchier alnifolia var. alnifolia,Saskatoon serviceberry,Perennial,"Tree, Shrub"
AMPU5,Amelanchier pumila,dwarf serviceberry,Perennial,Shrub
AMUT,Amelanchier utahensis,Utah serviceberry,Perennial,"Tree, Shrub"
AMUTU,Amelanchier utahensis var. utahensis,Utah serviceberry,Perennial,"Tree, Shrub"
AMCA6,Amorpha canescens,leadplant,Perennial,"Subshrub, Shrub"
AMFR,Amorpha fruticosa,false indigo bush,Perennial,Shrub
AMNA,Amorpha nana,dwarf false indigo,Perennial,"Subshrub, Shrub"
AMJO,Amsonia jonesii,Jones' bluestar,Perennial,Forb/herb
ANMA,Anaphalis margaritacea,western pearly everlasting,Perennial,Forb/herb
ANAZ,Anchusa azurea,Italian bugloss,Perennial,Forb/herb
ANGE,Andropogon gerardii,big bluestem,Perennial,Graminoid
ANHA,Andropogon hallii,sand bluestem,Perennial,Graminoid
ANCH,Androsace chamaejasme,sweetflower rockjasmine,Perennial,Forb/herb
ANCHC,Androsace chamaejasme ssp. carinata,sweetflower rockjasmine,Perennial,Forb/herb
ANCHL,Androsace chamaejasme ssp. lehmanniana,Lehmann's rockjasmine,Perennial,Forb/herb
ANBR4,Androstephium breviflorum,pink funnel lily,Perennial,Forb/herb
ANCA8,Anemone canadensis,Canadian anemone,Perennial,Forb/herb
ANCY,Anemone cylindrica,candle anemone,Perennial,Forb/herb
ANMU,Anemone multifida,Pacific anemone,Perennial,Forb/herb
ANMUM3,Anemone multifida var. multifida,Pacific anemone,Perennial,Forb/herb
ANMUS,Anemone multifida var. saxicola,red windflower,Perennial,Forb/herb
ANNA,Anemone narcissiflora,narcissus anemone,Perennial,Forb/herb
ANNAZ2,Anemone narcissiflora var. zephyra,narcissus anemone,Perennial,Forb/herb
ANPA,Anemone parviflora,smallflowered anemone,Perennial,Forb/herb
ANPAP2,Anemone parviflora var. parviflora,smallflowered anemone,Perennial,Forb/herb
ANVI3,Anemone virginiana,tall thimbleweed,Perennial,Forb/herb
ANVIV2,Anemone virginiana var. virginiana,tall thimbleweed,Perennial,Forb/herb
ANCA10,Anemopsis californica,yerba mansa,Perennial,Forb/herb
ANAM,Angelica ampla,giant angelica,Perennial,Forb/herb
ANGR3,Angelica grayi,Gray's angelica,Perennial,Forb/herb
ANPI2,Angelica pinnata,small-leaf angelica,Perennial,Forb/herb
ANRO,Angelica roseana,rose angelica,Perennial,Forb/herb
ANAN2,Antennaria anaphaloides,pearly pussytoes,Perennial,Forb/herb
ANCO,Antennaria corymbosa,flat-top pussytoes,Perennial,Forb/herb
ANDI2,Antennaria dimorpha,low pussytoes,Perennial,"Subshrub, Forb/herb"
ANHO,Antennaria howellii,Howell's pussytoes,Perennial,Forb/herb
ANHON,Antennaria howellii ssp. neodioica,Howell's pussytoes,Perennial,Forb/herb
ANLU2,Antennaria luzuloides,rush pussytoes,Perennial,"Subshrub, Forb/herb"
ANLUL,Antennaria luzuloides ssp. luzuloides,rush pussytoes,Perennial,"Forb/herb, Subshrub"
ANMA5,Antennaria marginata,whitemargin pussytoes,Perennial,Forb/herb
ANME2,Antennaria media,Rocky Mountain pussytoes,Perennial,Forb/herb
ANMI3,Antennaria microphylla,littleleaf pussytoes,Perennial,Forb/herb
ANNE,Antennaria neglecta,field pussytoes,Perennial,Forb/herb
ANPA4,Antennaria parvifolia,small-leaf pussytoes,Perennial,Forb/herb
ANPU,Antennaria pulcherrima,showy pussytoes,Perennial,Forb/herb
ANPUP,Antennaria pulcherrima ssp. pulcherrima,handsome pussy-toes,Perennial,Forb/herb
ANRO2,Antennaria rosea,rosy pussytoes,Perennial,Forb/herb
ANROA,Antennaria rosea ssp. arida,rosy pussytoes,Perennial,Forb/herb
ANROC,Antennaria rosea ssp. confinis,rosy pussytoes,Perennial,Forb/herb
ANROP,Antennaria rosea ssp. pulvinata,pulvinate pussytoes,Perennial,Forb/herb
ANROR,Antennaria rosea ssp. rosea,rosy pussytoes,Perennial,Forb/herb
ANRO3,Antennaria rosulata,Kaibab pussytoes,Perennial,Forb/herb
ANUM,Antennaria umbrinella,umber pussytoes,Perennial,Forb/herb
ANTI,Anthemis tinctoria,golden chamomile,Perennial,Forb/herb
ANOD,Anthoxanthum odoratum,sweet vernalgrass,Perennial,Graminoid
ANODO2,Anthoxanthum odoratum ssp. odoratum,sweet vernalgrass,Perennial,Graminoid
APAM,Apios americana,groundnut,Perennial,"Vine, Forb/herb"
APAN2,Apocynum androsaemifolium,spreading dogbane,Perennial,Forb/herb
APCA,Apocynum cannabinum,Indianhemp,Perennial,Forb/herb
APFL,Apocynum ×floribundum,,Perennial,Forb/herb
AQBA,Aquilegia barnebyi,oil shale columbine,Perennial,Forb/herb
AQCH,Aquilegia chrysantha,golden columbine,Perennial,Forb/herb
AQCHR,Aquilegia chrysantha var. rydbergii,Rydberg's golden columbine,Perennial,Forb/herb
AQCO,Aquilegia coerulea,Colorado blue columbine,Perennial,Forb/herb
AQCOC,Aquilegia coerulea var. coerulea,Colorado blue columbine,Perennial,Forb/herb
AQCOD,Aquilegia coerulea var. daileyae,Dailey's columbine,Perennial,Forb/herb
AQCOO,Aquilegia coerulea var. ochroleuca,white Colorado columbine,Perennial,Forb/herb
AQEL,Aquilegia elegantula,western red columbine,Perennial,Forb/herb
AQFL,Aquilegia flavescens,yellow columbine,Perennial,Forb/herb
AQFLF,Aquilegia flavescens var. flavescens,yellow columbine,Perennial,Forb/herb
AQMI,Aquilegia micrantha,Mancos columbine,Perennial,Forb/herb
AQMIM,Aquilegia micrantha var. mancosana,Mancos columbine,Perennial,Forb/herb
AQMIM2,Aquilegia micrantha var. micrantha,Mancos columbine,Perennial,Forb/herb
AQPU,Aquilegia pubescens,Sierra columbine,Perennial,Forb/herb
AQSA,Aquilegia saximontana,Rocky Mountain blue columbine,Perennial,Forb/herb
AQSC,Aquilegia scopulorum,Utah columbine,Perennial,Forb/herb
AQSCC,Aquilegia scopulorum var. calcarea,Utah columbine,Perennial,Forb/herb
ARCR5,Arabis crandallii,Crandall's rockcress,Perennial,Forb/herb
ARDE,Arabis demissa,nodding rockcress,Perennial,Forb/herb
ARDED,Arabis demissa var. demissa,nodding rockcress,Perennial,Forb/herb
ARDEL,Arabis demissa var. languida,nodding rockcress,Perennial,Forb/herb
ARFE,Arabis fendleri,Fendler's rockcress,Perennial,"Subshrub, Forb/herb"
ARFEF,Arabis fendleri var. fendleri,Fendler's rockcress,Perennial,"Subshrub, Forb/herb"
ARFES,Arabis fendleri var. spatifolia,spoonleaf rockcress,Perennial,"Subshrub, Forb/herb"
ARFE2,Arabis fernaldiana,park rockcress,Perennial,Forb/herb
ARFEF2,Arabis fernaldiana var. fernaldiana,park rockcress,Perennial,Forb/herb
ARGU,Arabis gunnisoniana,Gunnison's rockcress,Perennial,Forb/herb
ARLE,Arabis lemmonii,Lemmon's rockcress,Perennial,"Subshrub, Forb/herb"
ARLED2,Arabis lemmonii var. drepanoloba,soldier rockcress,Perennial,"Subshrub, Forb/herb"
ARLEL,Arabis lemmonii var. lemmonii,Lemmon's rockcress,Perennial,"Subshrub, Forb/herb"
ARLI,Arabis lignifera,desert rockcress,Perennial,Forb/herb
AROX,Arabis oxylobula,Glenwood Springs rockcress,Perennial,Forb/herb
ARPA35,Arabis pallidifolia,Gunnison County rockcress,Perennial,Forb/herb
ARPE,Arabis pendulina,rabbit ear rockcress,Perennial,Forb/herb
ARPEP,Arabis pendulina var. pendulina,rabbit ear rockcress,Perennial,Forb/herb
ARPER,Arabis pendulina var. russeola,russeola rockcress,Perennial,Forb/herb
ARPE2,Arabis perennans,perennial rockcress,Perennial,"Subshrub, Forb/herb"
ARPU2,Arabis pulchra,beautiful rockcress,Perennial,"Subshrub, Forb/herb"
ARPUP,Arabis pulchra var. pallens,beautiful rockcress,Perennial,"Subshrub, Forb/herb"
ARSE,Arabis selbyi,Selby's rockcress,Perennial,Forb/herb
ARNU2,Aralia nudicaulis,wild sarsaparilla,Perennial,"Subshrub, Forb/herb"
ARRA,Aralia racemosa,American spikenard,Perennial,"Subshrub, Forb/herb"
ARRAB2,Aralia racemosa ssp. bicrenata,American spikenard,Perennial,"Subshrub, Forb/herb"
ARAM,Arceuthobium americanum,American dwarf mistletoe,Perennial,"Subshrub, Shrub"
ARCY2,Arceuthobium cyanocarpum,limber pine dwarf mistletoe,Perennial,"Subshrub, Shrub"
ARDI3,Arceuthobium divaricatum,pinyon dwarf mistletoe,Perennial,"Subshrub, Shrub"
ARDO,Arceuthobium douglasii,Douglas-fir dwarf mistletoe,Perennial,"Subshrub, Shrub"
ARVA,Arceuthobium vaginatum,pineland dwarf mistletoe,Perennial,"Subshrub, Shrub"
ARVAC,Arceuthobium vaginatum ssp. cryptopodum,pineland dwarf mistletoe,Perennial,"Subshrub, Shrub"
ARCO23,Arctostaphylos ×coloradensis,manzanita,Perennial,Shrub
ARPA6,Arctostaphylos patula,greenleaf manzanita,Perennial,Shrub
ARUV,Arctostaphylos uva-ursi,kinnikinnick,Perennial,"Subshrub, Shrub"
ARCO5,Arenaria congesta,ballhead sandwort,Perennial,"Subshrub, Forb/herb"
ARCOC4,Arenaria congesta var. congesta,ballhead sandwort,Perennial,"Subshrub, Forb/herb"
ARCOL,Arenaria congesta var. lithophila,rock-loving sandwort,Perennial,"Subshrub, Forb/herb"
AREA,Arenaria eastwoodiae,Eastwood's sandwort,Perennial,"Subshrub, Forb/herb"
AREAA,Arenaria eastwoodiae var. adenophora,Eastwood's sandwort,Perennial,"Subshrub, Forb/herb"
AREAE,Arenaria eastwoodiae var. eastwoodiae,Eastwood's sandwort,Perennial,"Subshrub, Forb/herb"
ARFE3,Arenaria fendleri,Fendler's sandwort,Perennial,Forb/herb
ARFEB,Arenaria fendleri var. brevifolia,Fendler's sandwort,Perennial,Forb/herb
ARFEF3,Arenaria fendleri var. fendleri,Fendler's sandwort,Perennial,Forb/herb
ARFEP,Arenaria fendleri var. porteri,Porter's sandwort,Perennial,Forb/herb
ARFET3,Arenaria fendleri var. tweedyi,Tweedy's sandwort,Perennial,Forb/herb
ARHO4,Arenaria hookeri,Hooker's sandwort,Perennial,"Subshrub, Forb/herb"
ARHOD,Arenaria hookeri ssp. desertorum,Hooker's desert sandwort,Perennial,"Subshrub, Forb/herb"
ARHOH3,Arenaria hookeri ssp. hookeri,Hooker's sandwort,Perennial,"Subshrub, Forb/herb"
ARHOP,Arenaria hookeri ssp. pinetorum,Hooker's sandwort,Perennial,"Subshrub, Forb/herb"
ARKI,Arenaria kingii,King's sandwort,Perennial,"Subshrub, Forb/herb"
ARKIC,Arenaria kingii ssp. compacta,King's compact sandwort,Perennial,"Subshrub, Forb/herb"
ARKIU2,Arenaria kingii ssp. uintahensis,Uinta sandwort,Perennial,"Subshrub, Forb/herb"
ARLA4,Arenaria lanuginosa,spreading sandwort,Perennial,Forb/herb
ARLAS,Arenaria lanuginosa ssp. saxosa,spreading sandwort,Perennial,Forb/herb
ARHI4,Argemone hispida,rough pricklypoppy,Perennial,Forb/herb
ARSQ,Argemone squarrosa,hedgehog pricklypoppy,Perennial,Forb/herb
ARSQS,Argemone squarrosa ssp. squarrosa,hedgehog pricklypoppy,Perennial,Forb/herb
ARAN7,Argentina anserina,silverweed cinquefoil,Perennial,Forb/herb
ARFE5,Argyrochosma fendleri,Fendler's false cloak fern,Perennial,Forb/herb
ARHU5,Argythamnia humilis,low silverbush,Perennial,"Subshrub, Forb/herb"
ARHUH,Argythamnia humilis var. humilis,low silverbush,Perennial,"Subshrub, Forb/herb"
ARME5,Argythamnia mercurialina,tall silverbush,Perennial,"Subshrub, Forb/herb"
ARMEM,Argythamnia mercurialina var. mercurialina,tall silverbush,Perennial,"Subshrub, Forb/herb"
ARAR6,Aristida arizonica,Arizona threeawn,Perennial,Graminoid
ARDI5,Aristida divaricata,poverty threeawn,Perennial,Graminoid
ARHA3,Aristida havardii,Havard's threeawn,Perennial,Graminoid
ARPUF,Aristida purpurea var. fendleriana,Fendler's threeawn,Perennial,Graminoid
ARPUL,Aristida purpurea var. longiseta,Fendler threeawn,Perennial,Graminoid
ARPUN,Aristida purpurea var. nealleyi,blue threeawn,Perennial,Graminoid
ARPUP6,Aristida purpurea var. purpurea,purple threeawn,Perennial,Graminoid
ARMA6,Armeria maritima,thrift seapink,Perennial,"Subshrub, Forb/herb"
ARMAS,Armeria maritima ssp. sibirica,Siberian sea thrift,Perennial,"Subshrub, Forb/herb"
ARRU4,Armoracia rusticana,horseradish,Perennial,Forb/herb
ARAN5,Arnica angustifolia,narrowleaf arnica,Perennial,Forb/herb
ARANT,Arnica angustifolia ssp. tomentosa,narrowleaf arnica,Perennial,Forb/herb
ARCH3,Arnica chamissonis,Chamisso arnica,Perennial,Forb/herb
ARCHF,Arnica chamissonis ssp. foliosa,Chamisso arnica,Perennial,Forb/herb
ARCHA2,Arnica chamissonis ssp. foliosa var. andina,Chamisso arnica,Perennial,Forb/herb
ARCO9,Arnica cordifolia,heartleaf arnica,Perennial,Forb/herb
ARFU3,Arnica fulgens,foothill arnica,Perennial,Forb/herb
ARGR14,Arnica gracilis,smallhead arnica,Perennial,Forb/herb
ARLA8,Arnica latifolia,broadleaf arnica,Perennial,Forb/herb
ARLO6,Arnica longifolia,spearleaf arnica,Perennial,Forb/herb
ARMO4,Arnica mollis,hairy arnica,Perennial,Forb/herb
ARPA13,Arnica parryi,Parry's arnica,Perennial,Forb/herb
ARPAP3,Arnica parryi ssp. parryi,Parry's arnica,Perennial,Forb/herb
ARRY,Arnica rydbergii,Rydberg's arnica,Perennial,Forb/herb
AREL3,Arrhenatherum elatius,tall oatgrass,Perennial,Graminoid
ARELE,Arrhenatherum elatius var. elatius,tall oatgrass,Perennial,Graminoid
ARAB2,Artemisia abrotanum,southernwood,Perennial,"Subshrub, Shrub"
ARAB3,Artemisia absinthium,absinthium,Perennial,"Subshrub, Forb/herb"
ARAR8,Artemisia arbuscula,little sagebrush,Perennial,"Subshrub, Shrub"
ARARA,Artemisia arbuscula ssp. arbuscula,little sagebrush,Perennial,"Subshrub, Shrub"
ARARL,Artemisia arbuscula ssp. longiloba,little sagebrush,Perennial,"Subshrub, Shrub"
ARAR9,Artemisia arctica,boreal sagebrush,Perennial,Subshrub
ARARA2,Artemisia arctica ssp. arctica,boreal sagebrush,Perennial,Subshrub
ARBI3,Artemisia bigelovii,Bigelow sage,Perennial,"Subshrub, Shrub"
ARCA13,Artemisia cana,silver sagebrush,Perennial,"Subshrub, Shrub"
ARCAC5,Artemisia cana ssp. cana,silver sagebrush,Perennial,"Subshrub, Shrub"
ARCAV2,Artemisia cana ssp. viscidula,silver sagebrush,Perennial,"Subshrub, Shrub"
ARCA14,Artemisia carruthii,Carruth's sagewort,Perennial,Forb/herb
ARDR4,Artemisia dracunculus,tarragon,Perennial,"Subshrub, Forb/herb"
ARFI2,Artemisia filifolia,sand sagebrush,Perennial,"Subshrub, Shrub"
ARFR3,Artemisia franserioides,ragweed sagebrush,Perennial,Forb/herb
ARFR4,Artemisia frigida,prairie sagewort,Perennial,Subshrub
ARLO7,Artemisia longifolia,longleaf wormwood,Perennial,Subshrub
ARLU,Artemisia ludoviciana,white sagebrush,Perennial,"Subshrub, Forb/herb"
ARLUA,Artemisia ludoviciana ssp. albula,white sagebrush,Perennial,"Subshrub, Forb/herb"
ARLUI2,Artemisia ludoviciana ssp. incompta,white sagebrush,Perennial,"Subshrub, Forb/herb"
ARLUL2,Artemisia ludoviciana ssp. ludoviciana,white sagebrush,Perennial,"Subshrub, Forb/herb"
ARLUM2,Artemisia ludoviciana ssp. mexicana,white sagebrush,Perennial,"Subshrub, Forb/herb"
ARMI4,Artemisia michauxiana,Michaux's wormwood,Perennial,"Subshrub, Forb/herb"
ARNO4,Artemisia nova,black sagebrush,Perennial,"Subshrub, Shrub"
ARPA17,Artemisia parryi,Parry's wormwood,Perennial,Forb/herb
ARPA18,Artemisia pattersonii,Patterson's wormwood,Perennial,Forb/herb
ARPE6,Artemisia pedatifida,birdfoot sagebrush,Perennial,Subshrub
ARPY2,Artemisia pygmaea,pygmy sagebrush,Perennial,"Subshrub, Shrub"
ARSC,Artemisia scopulorum,alpine sagebrush,Perennial,Forb/herb
ARTR2,Artemisia tridentata,big sagebrush,Perennial,"Tree, Shrub"
ARTRS2,Artemisia tridentata ssp. spiciformis,big sagebrush,Perennial,"Tree, Shrub"
ARTRT,Artemisia tridentata ssp. tridentata,basin big sagebrush,Perennial,"Tree, Shrub"
ARTRV,Artemisia tridentata ssp. vaseyana,mountain big sagebrush,Perennial,"Tree, Shrub"
ARTRW8,Artemisia tridentata ssp. wyomingensis,Wyoming big sagebrush,Perennial,"Tree, Shrub"
ARTR4,Artemisia tripartita,threetip sagebrush,Perennial,Shrub
ARTRT2,Artemisia tripartita ssp. tripartita,threetip sagebrush,Perennial,Shrub
ASAR,Asclepias arenaria,sand milkweed,Perennial,Forb/herb
ASAS,Asclepias asperula,spider milkweed,Perennial,Forb/herb
ASASA,Asclepias asperula ssp. asperula,spider milkweed,Perennial,Forb/herb
ASCR,Asclepias cryptoceras,pallid milkweed,Perennial,Forb/herb
ASCRC2,Asclepias cryptoceras ssp. cryptoceras,pallid milkweed,Perennial,Forb/herb
ASEN,Asclepias engelmanniana,Engelmann's milkweed,Perennial,Forb/herb
ASHA6,Asclepias hallii,Hall's milkweed,Perennial,Forb/herb
ASIN,Asclepias incarnata,swamp milkweed,Perennial,Forb/herb
ASINI,Asclepias incarnata ssp. incarnata,swamp milkweed,Perennial,Forb/herb
ASIN14,Asclepias involucrata,dwarf milkweed,Perennial,"Subshrub, Forb/herb"
ASLA4,Asclepias latifolia,broadleaf milkweed,Perennial,Forb/herb
ASMA,Asclepias macrotis,longhood milkweed,Perennial,Subshrub
ASOE,Asclepias oenotheroides,zizotes milkweed,Perennial,Forb/herb
ASPU,Asclepias pumila,plains milkweed,Perennial,Forb/herb
ASRU6,Asclepias rusbyi,Rusby's milkweed,Perennial,Forb/herb
ASSP,Asclepias speciosa,showy milkweed,Perennial,Forb/herb
ASST,Asclepias stenophylla,slimleaf milkweed,Perennial,"Subshrub, Forb/herb"
ASSU2,Asclepias subverticillata,horsetail milkweed,Perennial,Forb/herb
ASTU,Asclepias tuberosa,butterfly milkweed,Perennial,Forb/herb
ASTUI,Asclepias tuberosa ssp. interior,butterfly milkweed,Perennial,Forb/herb
ASUN4,Asclepias uncialis,wheel milkweed,Perennial,Forb/herb
ASUNU2,Asclepias uncialis ssp. uncialis,wheel milkweed,Perennial,Forb/herb
ASVI,Asclepias viridiflora,green comet milkweed,Perennial,Forb/herb
ASOF,Asparagus officinalis,garden asparagus,Perennial,Forb/herb
ASAD,Asplenium adiantum-nigrum,black spleenwort,Perennial,Forb/herb
ASPL,Asplenium platyneuron,ebony spleenwort,Perennial,Forb/herb
ASPLP,Asplenium platyneuron var. platyneuron,ebony spleenwort,Perennial,Forb/herb
ASRE,Asplenium resiliens,blackstem spleenwort,Perennial,Forb/herb
ASSE,Asplenium septentrionale,forked spleenwort,Perennial,Forb/herb
ASTR2,Asplenium trichomanes,maidenhair spleenwort,Perennial,Forb/herb
ASTRT,Asplenium trichomanes ssp. trichomanes,maidenhair spleenwort,Perennial,Forb/herb
ASTR10,Asplenium trichomanes-ramosum,brightgreen spleenwort,Perennial,Forb/herb
ASAL3,Aster alpinus,alpine aster,Perennial,Forb/herb
ASALV,Aster alpinus var. vierhapperi,Vierhapper's aster,Perennial,Forb/herb
ASAG2,Astragalus agrestis,purple milkvetch,Perennial,Forb/herb
ASAL7,Astragalus alpinus,alpine milkvetch,Perennial,Forb/herb
ASALA4,Astragalus alpinus var. alpinus,alpine milkvetch,Perennial,Forb/herb
ASAM3,Astragalus americanus,American milkvetch,Perennial,Forb/herb
ASAN4,Astragalus anisus,Gunnison milkvetch,Perennial,Forb/herb
ASAR3,Astragalus aretioides,cushion milkvetch,Perennial,Forb/herb
ASAR4,Astragalus argophyllus,silverleaf milkvetch,Perennial,Forb/herb
ASARM,Astragalus argophyllus var. martinii,silverleaf milkvetch,Perennial,Forb/herb
ASAS2,Astragalus asclepiadoides,milkweed milkvetch,Perennial,Forb/herb
ASAU4,Astragalus australis,Indian milkvetch,Perennial,Forb/herb
ASBI2,Astragalus bisulcatus,twogrooved milkvetch,Perennial,Forb/herb
ASBIB,Astragalus bisulcatus var. bisulcatus,twogrooved milkvetch,Perennial,Forb/herb
ASBIH,Astragalus bisulcatus var. haydenianus,Hayden's milkvetch,Perennial,Forb/herb
ASBIM,Astragalus bisulcatus var. major,twogrooved milkvetch,Perennial,Forb/herb
ASBO,Astragalus bodinii,Bodin's milkvetch,Perennial,Forb/herb
ASBR5,Astragalus brandegeei,Brandegee's milkvetch,Perennial,"Subshrub, Forb/herb"
ASCA9,Astragalus calycosus,Torrey's milkvetch,Perennial,Forb/herb
